   Date        Time     Command
2020-03-09    6:27:14    palm 
2020-03-09    6:27:14    palm 
2020-03-09    6:27:14    palm 
2020-03-09    6:27:14    palm 
2020-03-09    6:27:14    palm 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:16    fist 
2020-03-09    6:27:17    fist 
2020-03-09    6:27:18    fist 
2020-03-09    6:27:18    fist 
2020-03-09    6:27:18    fist 
2020-03-09    6:27:18    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:19    fist 
2020-03-09    6:27:21    blink 
2020-03-09    6:27:21    blink 
2020-03-09    6:27:23    blink 
2020-03-09    6:27:23    blink 
2020-03-09    6:27:28    pattern: [palm, fist, palm, palm, fist, fist, palm, fist, fist, blink] not recognised. 
2020-03-09    6:27:30    palm 
2020-03-09    6:27:30    palm 
2020-03-09    6:27:30    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:31    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:32    palm 
2020-03-09    6:27:37    pattern: [palm, palm] not recognised. 
2020-03-09    6:27:38    blink 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:40    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:41    fist 
2020-03-09    6:27:42    palm 
2020-03-09    6:27:42    palm 
2020-03-09    6:27:42    palm 
2020-03-09    6:27:42    palm 
2020-03-09    6:27:42    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:43    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:44    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:45    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:46    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:47    palm 
2020-03-09    6:27:49    palm 
2020-03-09    6:27:49    palm 
2020-03-09    6:27:49    palm 
2020-03-09    6:27:49    palm 
2020-03-09    6:27:49    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:50    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:51    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:52    palm 
2020-03-09    6:27:53    blink 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:53    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:54    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:55    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:56    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    palm 
2020-03-09    6:27:57    fist 
2020-03-09    6:27:57    fist 
2020-03-09    6:27:57    fist 
2020-03-09    6:27:57    fist 
2020-03-09    6:27:57    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:58    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:27:59    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:00    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:01    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:02    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:03    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:04    fist 
2020-03-09    6:28:05    fist 
2020-03-09    6:28:05    fist 
2020-03-09    6:28:05    fist 
2020-03-09    6:28:05    fist 
2020-03-09    6:28:05    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:06    fist 
2020-03-09    6:28:07    fist 
2020-03-09    6:28:07    fist 
2020-03-09    6:28:07    fist 
2020-03-09    6:28:07    fist 
2020-03-09    6:28:07    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:08    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:09    fist 
2020-03-09    6:28:12    fist 
2020-03-09    6:28:12    fist 
2020-03-09    6:28:12    fist 
2020-03-09    6:28:12    fist 
2020-03-09    6:28:17    pattern: [blink, fist, palm, palm, palm, palm, palm, blink, palm, palm, fist, fist, fist, fist, fist, fist, fist] not recognised. 
2020-03-09    6:28:21    blink 
2020-03-09    6:28:22    blink 
2020-03-09    6:28:23    blink 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:25    palm 
2020-03-09    6:28:26    palm 
2020-03-09    6:28:26    palm 
2020-03-09    6:28:26    palm 
2020-03-09    6:28:26    palm 
2020-03-09    6:28:26    palm 
2020-03-09    6:28:26    fist 
2020-03-09    6:28:27    fist 
2020-03-09    6:28:27    fist 
2020-03-09    6:28:28    blink 
2020-03-09    6:28:29    fist 
2020-03-09    6:28:29    fist 
2020-03-09    6:28:29    fist 
2020-03-09    6:28:29    fist 
2020-03-09    6:28:29    fist 
2020-03-09    6:28:31    blink 
